CUSTOMERNAME,CUSTOMERID,LDC_ACCOUNT,ACCOUNTID,JURISCODE,PROFILECODE,METERTYPE,LOSSCODE,ZONECODE,STARTTIME,STOPTIME,USAGE,PEAK,CAPTAG_STARTTIME,CAPTAG_STOPTIME,CAPTAG_DELTA,CUR_CAPTAG
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516922910029430,PJM_ATSITE_08037516922910029430,OH,TE_C3,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"678,522.04",196.62,6/1/18,5/31/2019,-52.7006,134.3065
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822820027577,PJM_ATSITE_08037525822820027577,OH,TE_C3,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"168,333.90",46.12,6/1/18,5/31/2019,-25.0136,24.8152
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08014242735000374495,PJM_ATSICE_08014242735000374495,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"66,988.06",17.20,6/1/18,5/31/2019,-4.1234,2.5442
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822020014172,PJM_ATSITE_08037525822020014172,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"29,842.21",15.61,6/1/18,5/31/2019,-0.7000,1.2662
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544800000988798,PJM_ATSIOE_08037544800000988798,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"23,825.99",11.15,6/1/18,5/31/2019,-0.2868,1.3
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524791260000986,PJM_ATSICE_08037524791260000986,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"201,896.74",91.07,6/1/18,5/31/2019,46.3802,85.9859
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554840000613571,PJM_ATSIOE_08037554840000613571,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"93,143.37",27.99,6/1/18,5/31/2019,-1.2786,22.8495
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005698121190000869,PJM_ATSICE_08005698121190000869,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"19,847.49",19.40,6/1/18,5/31/2019,0.1097,0.3522
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005699415000048303,PJM_ATSICE_08005699415000048303,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"15,859.68",4.70,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005959265000050932,PJM_ATSICE_08005959265000050932,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"7,949.20",2.44,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004885375000015630,PJM_ATSIOE_08004885375000015630,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"3,994.97",1.20,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554781550000743,PJM_ATSICE_08037554781550000743,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"220,178.89",83.84,6/1/18,5/31/2019,-36.5170,27.562
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545972090009133,PJM_ATSITE_08037545972090009133,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"2,342.89",1.03,6/1/18,5/31/2019,-0.0168,0.0749
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037521605000371603,PJM_ATSICE_08037521605000371603,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"592,987.01",114.13,6/1/18,5/31/2019,-6.0809,74.0912
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508312750016935,PJM_ATSITE_08037508312750016935,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"496,188.50",181.41,6/1/18,5/31/2019,-49.3623,100.4633
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006683620000702159,PJM_ATSIOE_08006683620000702159,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"28,199.44",13.70,6/1/18,5/31/2019,0.5076,3.8493
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522800000482592,PJM_ATSIOE_08037522800000482592,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"74,098.67",27.67,6/1/18,5/31/2019,-7.1920,8.136
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539942450012330,PJM_ATSITE_08037539942450012330,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"234,059.73",80.59,6/1/18,5/31/2019,-39.6935,21.7173
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539030000522118,PJM_ATSIOE_08037539030000522118,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"318,699.91",118.70,6/1/18,5/31/2019,-34.5882,36.3288
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539912350026058,PJM_ATSITE_08037539912350026058,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"261,993.49",82.92,6/1/18,5/31/2019,-11.2963,56.7974
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539912640012594,PJM_ATSITE_08037539912640012594,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"185,040.63",70.93,6/1/18,5/31/2019,-20.1986,23.304
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539942450012289,PJM_ATSITE_08037539942450012289,OH,TE_CS,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"185,316.81",80.02,6/1/18,5/31/2019,-32.2995,41.2385
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545550000739659,PJM_ATSIOE_08037545550000739659,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"74,439.01",32.42,6/1/18,5/31/2019,-0.6400,6.6498
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532650001141350,PJM_ATSIOE_08037532650001141350,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,060,879.21",372.68,6/1/18,5/31/2019,-108.1563,202.3197
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539340001122381,PJM_ATSIOE_08037539340001122381,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"1,627,841.81",537.93,6/1/18,5/31/2019,-107.3102,320.9966
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545642470022942,PJM_ATSITE_08037545642470022942,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"299,952.30",117.94,6/1/18,5/31/2019,-22.5115,39.3442
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545982220016771,PJM_ATSITE_08037545982220016771,OH,TE_C3,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"1,322,589.18",288.48,6/1/18,5/31/2019,-79.3603,223.9955
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539945000372922,PJM_ATSITE_08037539945000372922,OH,TE_C1,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"1,790,139.92",333.04,6/1/18,5/31/2019,-90.4717,291.6185
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517251040001182,PJM_ATSICE_08037517251040001182,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"340,362.52",111.45,6/1/18,5/31/2019,-6.6318,76.5482
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524791240034788,PJM_ATSICE_08037524791240034788,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"28,623.32",8.05,6/1/18,5/31/2019,-1.3606,1.5706
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545982550094292,PJM_ATSITE_08037545982550094292,OH,TE_C3,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"3,157,514.27",861.01,6/1/18,5/31/2019,-216.1992,768.5938
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005952191510090573,PJM_ATSICE_08005952191510090573,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"60,790.34",30.34,6/1/18,5/31/2019,-19.7062,4.6214
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004669862090009344,PJM_ATSITE_08004669862090009344,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,428.06,0.26,6/1/18,5/31/2019,0.1146,0.287
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529455000346003,PJM_ATSIOE_08037529455000346003,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"807,146.39",195.36,6/1/18,5/31/2019,-118.5901,93.1114
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508332570032841,PJM_ATSITE_08037508332570032841,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"5,139.00",1.75,6/1/18,5/31/2019,0.0219,1.6761
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037171185000332210,PJM_ATSITE_08037171185000332210,OH,TE_C1,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"560,993.37",108.57,6/1/18,5/31/2019,-27.6189,87.5669
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822390092664,PJM_ATSITE_08037525822390092664,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"13,850.05",4.89,6/1/18,5/31/2019,0.8942,4.6383
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037503731570054868,PJM_ATSICE_08037503731570054868,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"6,345.47",2.10,6/1/18,5/31/2019,0.0887,1.1403
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516860001145386,PJM_ATSIOE_08037516860001145386,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"561,358.79",127.12,6/1/18,5/31/2019,-7.3379,108.8954
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957855000055263,PJM_ATSICE_08005957855000055263,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"8,475.42",2.63,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539250000468138,PJM_ATSIOE_08037539250000468138,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"168,782.56",61.95,6/1/18,5/31/2019,-6.7069,32.8589
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007049385000217578,PJM_ATSIOE_08007049385000217578,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"33,222.62",4.80,6/1/18,5/31/2019,-0.4214,4.6842
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037512270000448406,PJM_ATSIOE_08037512270000448406,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"254,771.26",102.83,6/1/18,5/31/2019,-13.0245,83.5831
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005617470000693308,PJM_ATSIOE_08005617470000693308,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"45,587.16",14.49,6/1/18,5/31/2019,-1.1170,7.3803
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525300001316459,PJM_ATSIOE_08037525300001316459,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"205,229.36",76.19,6/1/18,5/31/2019,-25.9441,30.9095
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004664700001326964,PJM_ATSIOE_08004664700001326964,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"6,037.77",7.31,6/1/18,5/31/2019,-2.0890,0.138
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532660001111952,PJM_ATSIOE_08037532660001111952,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"508,019.63",164.36,6/1/18,5/31/2019,-29.8294,104.4083
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005799595000043985,PJM_ATSICE_08005799595000043985,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"5,669.00",1.74,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006682195000019656,PJM_ATSIOE_08006682195000019656,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"12,473.96",3.86,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006858390000950492,PJM_ATSIOE_08006858390000950492,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"16,100.20",5.58,6/1/18,5/31/2019,-1.8968,2.2712
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006772830000796621,PJM_ATSIOE_08006772830000796621,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"6,418.90",2.03,6/1/18,5/31/2019,6.5862,7.7387
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822010005791,PJM_ATSITE_08037525822010005791,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"230,869.52",75.37,6/1/18,5/31/2019,-26.3331,31.0201
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08018242285000319025,PJM_ATSIOE_08018242285000319025,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"788,188.58",254.89,6/1/18,5/31/2019,-45.2568,110.7241
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006952425000095496,PJM_ATSIOE_08006952425000095496,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"23,737.16",8.39,6/1/18,5/31/2019,-3.6193,3.2115
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037527090001162180,PJM_ATSIOE_08037527090001162180,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,005,124.24",354.29,6/1/18,5/31/2019,-82.8677,187.8395
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529455000383221,PJM_ATSIOE_08037529455000383221,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"426,569.08",100.01,6/1/18,5/31/2019,-43.9985,62.556
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037512190000538737,PJM_ATSIOE_08037512190000538737,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"77,523.74",21.11,6/1/18,5/31/2019,-4.0516,14.5181
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006585010000600228,PJM_ATSIOE_08006585010000600228,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"18,719.16",6.76,6/1/18,5/31/2019,-2.0198,1.9482
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539345000074218,PJM_ATSIOE_08037539345000074218,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"677,979.95",239.96,6/1/18,5/31/2019,-38.9521,153.4375
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516902300009721,PJM_ATSITE_08037516902300009721,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"177,429.59",104.44,6/1/18,5/31/2019,-12.3176,3.9573
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005876905000376349,PJM_ATSICE_08005876905000376349,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"122,906.02",34.19,6/1/18,5/31/2019,-10.9317,15.5718
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005956955000048900,PJM_ATSICE_08005956955000048900,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"5,761.40",1.87,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037521601940008681,PJM_ATSICE_08037521601940008681,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"6,911.51",2.54,6/1/18,5/31/2019,-0.2680,0.9125
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005876901030000558,PJM_ATSICE_08005876901030000558,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"82,182.90",31.01,6/1/18,5/31/2019,-1.7134,24.4358
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037511630000596574,PJM_ATSIOE_08037511630000596574,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"215,878.43",92.39,6/1/18,5/31/2019,-14.2241,59.1407
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004664700001488309,PJM_ATSIOE_08004664700001488309,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"10,354.67",6.69,6/1/18,5/31/2019,-0.0105,0.123
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005897270000459977,PJM_ATSIOE_08005897270000459977,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"81,025.46",30.24,6/1/18,5/31/2019,-1.9609,11.612
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006051171600001800,PJM_ATSICE_08006051171600001800,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,765.12,0.73,6/1/18,5/31/2019,0.1542,0.3155
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516425000245611,PJM_ATSIOE_08006516425000245611,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,856.82",1.27,6/1/18,5/31/2019,-0.1958,0.6131
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006686070000711829,PJM_ATSIOE_08006686070000711829,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"17,103.97",4.81,6/1/18,5/31/2019,-0.0429,3.3615
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524761220000863,PJM_ATSICE_08037524761220000863,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"180,836.10",39.40,6/1/18,5/31/2019,7.2207,38.4309
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526191810000855,PJM_ATSICE_08037526191810000855,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"301,148.34",106.81,6/1/18,5/31/2019,-37.7409,37.6461
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005952195000050350,PJM_ATSICE_08005952195000050350,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,975.36",1.29,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005612030000416110,PJM_ATSIOE_08005612030000416110,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,280.57",0.68,6/1/18,5/31/2019,0.9272,1.5114
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006770345000269110,PJM_ATSIOE_08006770345000269110,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"18,930.07",15.41,6/1/18,5/31/2019,-0.0023,0.9129
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957241990001883,PJM_ATSICE_08005957241990001883,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"35,617.32",11.41,6/1/18,5/31/2019,-2.1468,0.7367
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529090000494752,PJM_ATSIOE_08037529090000494752,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,317,233.40",350.18,6/1/18,5/31/2019,-78.4824,266.5754
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506510000606997,PJM_ATSIOE_08037506510000606997,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"123,702.93",40.13,6/1/18,5/31/2019,-10.8049,13.4131
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028804015000078326,PJM_ATSIOE_08028804015000078326,OH,OE_TL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,529.52,0.06,6/1/18,5/31/2019,-0.0024,0.0717
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005876905000048513,PJM_ATSICE_08005876905000048513,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,588.44",0.79,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08016579575000132549,PJM_ATSICE_08016579575000132549,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"12,065.52",2.90,6/1/18,5/31/2019,-0.7982,1.502
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037503741030000651,PJM_ATSICE_08037503741030000651,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,275,917.40",786.06,6/1/18,5/31/2019,-96.6728,487.8015
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037555380001308556,PJM_ATSIOE_08037555380001308556,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"354,822.05",127.20,6/1/18,5/31/2019,-12.5280,53.8433
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957351100001874,PJM_ATSICE_08005957351100001874,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"134,129.97",24.98,6/1/18,5/31/2019,-5.0897,14.0336
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028789865000374021,PJM_ATSICE_08028789865000374021,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,284,028.77",276.95,6/1/18,5/31/2019,-85.5913,223.8349
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544470001319201,PJM_ATSIOE_08037544470001319201,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,475,749.76",355.42,6/1/18,5/31/2019,-53.9717,367.6295
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007423095000256947,PJM_ATSITE_08007423095000256947,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"607,825.32",223.59,6/1/18,5/31/2019,-26.0513,151.9182
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554811400028831,PJM_ATSICE_08037554811400028831,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"22,831.01",8.33,6/1/18,5/31/2019,-0.4679,0.5924
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539250000438629,PJM_ATSIOE_08037539250000438629,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"125,785.57",29.40,6/1/18,5/31/2019,-12.7589,21.6774
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037555380001050965,PJM_ATSIOE_08037555380001050965,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"400,183.83",154.04,6/1/18,5/31/2019,-22.4422,49.2432
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526460001161775,PJM_ATSIOE_08037526460001161775,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"329,848.46",73.86,6/1/18,5/31/2019,-8.9911,81.2529
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008048650000582543,PJM_ATSIOE_08008048650000582543,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"32,402.24",10.13,6/1/18,5/31/2019,-3.9961,6.8612
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028789275000075630,PJM_ATSICE_08028789275000075630,OH,CE_TL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,709.07",0.21,6/1/18,5/31/2019,-0.0019,0.2357
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028293990001120673,PJM_ATSIOE_08028293990001120673,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"22,772.87",8.98,6/1/18,5/31/2019,-0.8515,3.077
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007423095000343854,PJM_ATSITE_08007423095000343854,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"637,655.53",252.15,6/1/18,5/31/2019,-51.4386,151.9357
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005518340001558099,PJM_ATSIOE_08005518340001558099,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,594.87",1.81,6/1/18,5/31/2019,-0.8658,0.4072
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006583970000595723,PJM_ATSIOE_08006583970000595723,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"5,102.23",1.72,6/1/18,5/31/2019,0.3345,1.6534
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005798525000046314,PJM_ATSICE_08005798525000046314,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"7,054.17",2.13,6/1/18,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529050001542611,PJM_ATSIOE_08037529050001542611,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"555,351.64",214.16,6/1/18,5/31/2019,-49.5645,122.2238
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005617470000693307,PJM_ATSIOE_08005617470000693307,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,956.49,0.32,6/1/18,5/31/2019,0.2364,0.3752
